index,gid,status,language,reviewer,dateText,rating,title,reviewText,suggestedResponse
114,taur:1026664292,ready,en,naokok375,"Aug 25, 2025",5.0 of 5 bubbles,Highly recommend for anyone seeking something truly unique. Every moment feels different from thrilling highs to quiet reflections. You leave with a deep sense of focus and clarity.,Highly recommend for anyone seeking something truly unique. Every moment feels different from thrilling highs to quiet reflections. You leave with a deep sense of focus and clarity.,Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
115,taur:1026388013,ready,en,P3563TRannal,"Aug 24, 2025",5.0 of 5 bubbles,"A very nice, almost magical, grounding experience. A great place to wind down and focus on yourself. The artworks are unique, haven’t seen anything similar before!","A very nice, almost magical, grounding experience. A great place to wind down and focus on yourself. The artworks are unique, haven’t seen anything similar before!",Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
116,taur:1025913620,ready,sv,K9711PFsofiah,"Aug 21, 2025",5.0 of 5 bubbles,Fantastiskt vackert och avslappnande! En unik upplevelse som jag verkligen kan rekommendera! Häftig location där man går rätt in från Stockholms mest stressade hjärta till en lugn oas.,Fantastiskt vackert och avslappnande! En unik upplevelse som jag verkligen kan rekommendera! Häftig location där man går rätt in från Stockholms mest stressade hjärta till en lugn oas.,Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du kom.
117,taur:1025781913,ready,sv,michaelbG7480HG,"Aug 20, 2025",5.0 of 5 bubbles,"Ord gör inte denna konstupplevelse rättvisa, den måste upplevas! Jag rekommenderar starkt ett besök på Andetag Stockholm. Är du som jag en stressad storstadsbo, då är ett besök på Andetag ett absolut måste. Efter en timme på plats hade jag landat i ”upplevelsen” av Andetag. Pulsen och blodtrycket hade sänkts avsevärt. Tiden upphörde att existera och jag lyssnade till andragen och allt tycktes flyta samman, jag var ett med konsten. Det var en ljuvlig och fridsam upplevelse att ligga på golvet med en kudde under huvudet, jag befann mig i en oas av välbefinnande och återhämtning. Dessvärre rycktes jag upp ur mitt meditativa tillstånd av en röst som vänligt informerade att det var dags att stänga för kvällen. Motvillig reste jag mig från liggande position med en stark och intensiv känsla av att jag vill ha mycket mer, det hade ju ”bara” gått en timme. Kunde jag inte åtminstone få en timme till tänkta jag då jag kom på bena ... Så stort tack till er konstnärer som gjorde denna upplevelse möjlig och stort tack till dig som tog emot oss på plats och som introducerade oss, på ett mycket inspirerande sätt, till den aktuella konstutställningen. Avslutningsvis, jag ska prioritera att besöka Andetag minst en gång till och det innan utställningen stänger ned för gott i den aktuella lokalen - då ska jag se till att komma i god tid innan utställningen stänger för kvällen. // Michael","Ord gör inte denna konstupplevelse rättvisa, den måste upplevas! Jag rekommenderar starkt ett besök på Andetag Stockholm. Är du som jag en stressad storstadsbo, då är ett besök på Andetag ett absolut måste. Efter en timme på plats hade jag landat i ”upplevelsen” av Andetag. Pulsen och blodtrycket hade sänkts avsevärt. Tiden upphörde att existera och jag lyssnade till andragen och allt tycktes flyta samman, jag var ett med konsten. Det var en ljuvlig och fridsam upplevelse att ligga på golvet med en kudde under huvudet, jag befann mig i en oas av välbefinnande och återhämtning. Dessvärre rycktes jag upp ur mitt meditativa tillstånd av en röst som vänligt informerade att det var dags att stänga för kvällen. Motvillig reste jag mig från liggande position med en stark och intensiv känsla av att jag vill ha mycket mer, det hade ju ”bara” gått en timme. Kunde jag inte åtminstone få en timme till tänkta jag då jag kom på bena ... Så stort tack till er konstnärer som gjorde denna upplevelse möjlig och stort tack till dig som tog emot oss på plats och som introducerade oss, på ett mycket inspirerande sätt, till den aktuella konstutställningen. Avslutningsvis, jag ska prioritera att besöka Andetag minst en gång till och det innan utställningen stänger ned för gott i den aktuella lokalen - då ska jag se till att komma i god tid innan utställningen stänger för kvällen. // Michael",Tack för att du tog dig tid att skriva. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du kom.
118,taur:1024383328,ready,en,D9935QWadrianc,"Aug 14, 2025",5.0 of 5 bubbles,"It made me feel fuzzy and hope in someways idk, it was for sure an out of body experience. Like a really nice body high. 10/10 would come back.","It made me feel fuzzy and hope in someways idk, it was for sure an out of body experience. Like a really nice body high. 10/10 would come back.",Thank you for sharing your experience with us. We are glad the experience found its way to you. Thank you for being with the work.
119,taur:1021923279,ready,sv,Pioneer34437556425,"Jul 31, 2025",5.0 of 5 bubbles,En helt enastående vacker upplevelse i den del av staden där den behövs mest. Andetag är verkligen en unik plats där man snabbt sjunker in i en sån lugn och skön tillvaro.,"En helt enastående vacker upplevelse i den del av staden där den behövs mest. Andetag är verkligen en unik plats där man snabbt sjunker in i en sån lugn och skön tillvaro.

Tack för den här gåvan!",Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
120,taur:1021846485,ready,sv,danjelarnem,"Jul 31, 2025",5.0 of 5 bubbles,Mycket skön avslappning att gå på under dagen. Rekommenderas varmt och mycket härlig upplevelse. Mycket vackra animationer som smälter samman med andetaget i bakgrunden och skapar en trygg känsla runt avslappningen man upplever.,Mycket skön avslappning att gå på under dagen. Rekommenderas varmt och mycket härlig upplevelse. Mycket vackra animationer som smälter samman med andetaget i bakgrunden och skapar en trygg känsla runt avslappningen man upplever.,Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du kom.
121,taur:1021541566,ready,sv,innakY6210LQ,"Jul 29, 2025",5.0 of 5 bubbles,"En riktigt magisk upplevelse, rekommenderar verkligen att gå dit och se. Spenderade där mer än en timme och vill definitivt komma tillbaka","En riktigt magisk upplevelse, rekommenderar verkligen att gå dit och se. Spenderade där mer än en timme och vill definitivt komma tillbaka",Tack för att du ville skriva om ditt besök. Fint att upplevelsen fick landa hos dig. Tack för att du delade stunden med oss.
122,taur:1021337438,ready,sv,jaycH4997LK,"Jul 28, 2025",5.0 of 5 bubbles,Man försvann verkligen bort i konsten och alla ljus och ljud som fick en att bara koppla bort all stress och oro 😌👌🏽. Rekommenderas för alla!,Man försvann verkligen bort i konsten och alla ljus och ljud som fick en att bara koppla bort all stress och oro 😌👌🏽. Rekommenderas för alla!,"Tack för att du ville skriva om ditt besök. Fint att ljuset, musiken och rytmen fick bära upplevelsen för dig. Tack för att du kom."
123,taur:1020246604,ready,en,776karlt,"Jul 22, 2025",5.0 of 5 bubbles,"Usually I’m not a person to visit an exhibition more than once. But this experience was deep, like crawling under your skin and aiding you from the inside, like a medicine.","Usually I’m not a person to visit an exhibition more than once. But this experience was deep, like crawling under your skin and aiding you from the inside, like a medicine.

Remebering us that breathing is such an essential thing we do daily and don’t even notice.

Super big thank you!",Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
124,taur:1020120766,ready,sv,823sibaj,"Jul 22, 2025",5.0 of 5 bubbles,Nytt koncept som är välbehövligt i nutidens rush. Fina skulpturer som smälter samman med de fantastiska ljus- och ljudeffekterna. Rekommenderas varmt!,Nytt koncept som är välbehövligt i nutidens rush. Fina skulpturer som smälter samman med de fantastiska ljus- och ljudeffekterna. Rekommenderas varmt!,"Tack för att du tog dig tid att skriva. Fint att ljuset, musiken och rytmen fick bära upplevelsen för dig. Tack för att du delade stunden med oss."
125,taur:1019604762,ready,en,Dilara S,"Jul 20, 2025",5.0 of 5 bubbles,"I had the pleasure of visiting ANDETAG on July 20, and it was truly an experience I won’t soon forget. From the moment I stepped inside, it felt as though the outside world disappeared. Light, sound, and movement blended into something almost dreamlike, a peaceful space where time slows down and the soul can breathe.","I had the pleasure of visiting ANDETAG on July 20, and it was truly an experience I won’t soon forget. From the moment I stepped inside, it felt as though the outside world disappeared. Light, sound, and movement blended into something almost dreamlike, a peaceful space where time slows down and the soul can breathe.

It’s a place where you're encouraged to experience everything at your own pace, and yet you still feel held and welcomed by the space itself.

I also want to thank the incredibly kind and welcoming staff who really added to the experience. A special thank-you to Tiny, who greeted me with a warm smile and made me feel truly cared for. It’s clear that the team working there is passionate about what they do and genuinely wants each visitor to have a meaningful experience.",Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
126,taur:1019303548,ready,en,243gabyw,"Jul 18, 2025",5.0 of 5 bubbles,An amazing experience everyone should try if they have an opportunity. Wonderful concept as well as craftsmanship. A true hidden gem that deserves more eyes on it.,An amazing experience everyone should try if they have an opportunity. Wonderful concept as well as craftsmanship. A true hidden gem that deserves more eyes on it.,Thank you for these generous words. We are glad the experience found its way to you. Thank you for spending time with us.
127,taur:1018873683,ready,sv,ericeH3360PZ,"Jul 16, 2025",5.0 of 5 bubbles,"Spännande och avslappnade, skulle kunna gå igen! Väldigt häftigt! Förstår hur folk kunde stanna över 1 h. Vi var väldigt nöjda","Spännande och avslappnade, skulle kunna gå igen! Väldigt häftigt! Förstår hur folk kunde stanna över 1 h. Vi var väldigt nöjda",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Varmt tack för besöket.
128,taur:1018744507,ready,sv,ingelab794,"Jul 15, 2025",5.0 of 5 bubbles,"Så fantastisk, vilken underbar upplevelse!","Så fantastisk, vilken underbar upplevelse!

Så avslappande o vilsamt, ett måste i vår stressade vardag!

Gå och se, upplev och njut!

Tusen tack, helt ljuvligt!",Tack för att du tog dig tid att skriva. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Varmt tack för besöket.
129,taur:1017329114,ready,sv,daniel d,"Jul 9, 2025",5.0 of 5 bubbles,Superfett!! Måste upplevas hur coolt som helst rekommenderar väldigt mycket tycker du om konst så är det ett måsteEn andningspaus i vardagen helt enkelt,Superfett!! Måste upplevas hur coolt som helst rekommenderar väldigt mycket tycker du om konst så är det ett måsteEn andningspaus i vardagen helt enkelt,Tack för att du tog dig tid att skriva. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
130,taur:1015554656,ready,sv,Stella M,"Jun 28, 2025",5.0 of 5 bubbles,Terapi för själen! Estetiskt tillfredsställande konstverk och lugnande miljö. Extra plus för fint bemötande av dom anställda! Kan varmt rekommendera och kommer definitivt besöka igen!,Terapi för själen! Estetiskt tillfredsställande konstverk och lugnande miljö. Extra plus för fint bemötande av dom anställda! Kan varmt rekommendera och kommer definitivt besöka igen!,Tack för att du tog dig tid att skriva. Vi uppskattar också att du nämner bemötandet. Tack för att du kom.
131,taur:1015338647,ready,en,sannoe_81,"Jun 27, 2025",5.0 of 5 bubbles,"I visited with colleagues from abroad and we had a great time at Andetag, it’s a really beautiful and relaxing experience.","I visited with colleagues from abroad and we had a great time at Andetag, it’s a really beautiful and relaxing experience.

It’s not a large exhibition but the staff was very welcoming and the narrative around this art project and the couple that have created it was fascinating. A combo of art, music, tech, lights and spirit connecting people.

The best part was the last room where you could could take a break from the outside world (huge contrast to the subway next door) and immerse yourself, lie down and breathe and just take it all in. The pieces reminded me of organs, mushrooms, underwater creatures or plants from the movie Avatar.

I would have loved going to a yoga, meditation or breathwork class here as well and they told us they even do dance parties which sounded really fun. Hoping it will become a permanent thing. Thank you Andetag!",Thank you for these generous words. We appreciate you noticing the welcome as well. Thank you for spending time with us.
132,taur:1014935050,ready,en,annatP2781SA,"Jun 24, 2025",5.0 of 5 bubbles,This was a great experience to escape the city buzz for a moment. Highly recommended to anyone who is looking for something special.,This was a great experience to escape the city buzz for a moment. Highly recommended to anyone who is looking for something special.,Thank you for taking the time to write. We are glad the experience found its way to you. Thank you for visiting.
133,taur:1014934985,ready,sv,elinorf514,"Jun 24, 2025",5.0 of 5 bubbles,Fantastisk upplevelse!!! Så grundad och lugn efter sista rummet <3 så vackert och välgjort. En riktig oas mitt i stan! Gå hit!,Fantastisk upplevelse!!! Så grundad och lugn efter sista rummet <3 så vackert och välgjort. En riktig oas mitt i stan! Gå hit!,Tack för att du ville skriva om ditt besök. Vi blir glada att sista rummet fick ge dig tid att landa. Varmt tack för besöket.
134,taur:1014886867,ready,sv,Åsa H,"Jun 24, 2025",5.0 of 5 bubbles,Jättefin utställning som tar andan ur en. De har lyckats skapa ett andningshål mitt i storstadspulsen bildligt talat.,Jättefin utställning som tar andan ur en. De har lyckats skapa ett andningshål mitt i storstadspulsen bildligt talat.,Tack för att du tog dig tid att skriva. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
135,taur:1014884964,ready,en,andig657,"Jun 24, 2025",5.0 of 5 bubbles,"The experience was so relaxing and peaceful. The fabric sculptures are lit up from behind and synchronized to the artist’s breathing. The designs are colorful and constantly changing. The last room is dark and quiet and you are invited to lie on the floor — blankets and pillows make this very comfortable. You can watch as the sculptures pulsate with light and color, in sync with music, background sounds and the meditative sound of slow deep breaths ... It was lovely.","The experience was so relaxing and peaceful. The fabric sculptures are lit up from behind and synchronized to the artist’s breathing. The designs are colorful and constantly changing. The last room is dark and quiet and you are invited to lie on the floor — blankets and pillows make this very comfortable. You can watch as the sculptures pulsate with light and color, in sync with music, background sounds and the meditative sound of slow deep breaths ... It was lovely.","Thank you for taking the time to write. It is lovely to hear that the woven works, light and music came together for you. Thank you for spending time with us."
136,taur:1013843164,ready,en,christinarO4038SI,"Jun 20, 2025",5.0 of 5 bubbles,This is the prefect pause from your visit in Stockholm.,"This is the prefect pause from your visit in Stockholm.

Remember to just breathe and be for a moment. I spend 45 min here and did a brief meditation before I went out in the buzzing Stockholm streets and it was liberating indeed.

It is not as big as I first imagined but it’s good enough in size for getting a me moment in.",Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
137,taur:1013616065,ready,sv,Lovisagnes,"Jun 18, 2025",5.0 of 5 bubbles,En upplevelse som alla borde få vara med om. I en stressad vardag är detta som medicin. Jag kom in med ytliga andetag och lämnade med djupa. Tack tack tack!,En upplevelse som alla borde få vara med om. I en stressad vardag är detta som medicin. Jag kom in med ytliga andetag och lämnade med djupa. Tack tack tack!,Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Tack för att du delade stunden med oss.
138,taur:1013142421,ready,en,A5876ITadamk,"Jun 15, 2025",5.0 of 5 bubbles,"Immersive, breath taking, simple and complex simultaneously, symmetrical psychedelic masterworks of cloth and light.","Immersive, breath taking, simple and complex simultaneously, symmetrical psychedelic masterworks of cloth and light.

Encouraging meditation, this is an experimental ride through lights into yourself.

Thoroughly recommended!",Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
139,taur:1012435149,ready,en,K1116BUjohn,"Jun 10, 2025",5.0 of 5 bubbles,The exhibition was amazing. It’s a very interesting exhibition and incredibly relaxing. I would highly recommend it!,The exhibition was amazing. It’s a very interesting exhibition and incredibly relaxing. I would highly recommend it!,Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
140,taur:1011664287,ready,sv,mariacO5551EO,"Jun 8, 2025",5.0 of 5 bubbles,"Oförglömligt upplevelse, en liten vackert escape plats för själen, väcker magiska känslor. Stark rekommenderar ❤️.","Oförglömligt upplevelse, en liten vackert escape plats för själen, väcker magiska känslor. Stark rekommenderar ❤️.",Tack för att du tog dig tid att skriva. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
141,taur:1011469066,ready,en,P9295ZYjuliae,"Jun 7, 2025",5.0 of 5 bubbles,Absolutely amazing experience. Didn't want to leave. Make sure you take the opportunity to breathe here and take a break in your day.,Absolutely amazing experience. Didn't want to leave. Make sure you take the opportunity to breathe here and take a break in your day.,Thank you for these generous words. We are glad the experience found its way to you. Thank you for spending time with us.
142,taur:1011397317,ready,sv,312idaj,"Jun 6, 2025",4.0 of 5 bubbles,"Ett välbehövligt andetag och magnifik upplevelse, där du hittar lugnet och din egen tid och andetag i dagens pulserande samhälle.","Ett välbehövligt andetag och magnifik upplevelse, där du hittar lugnet och din egen tid och andetag i dagens pulserande samhälle.",Tack för att du tog dig tid att skriva. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Sådan återkoppling hjälper oss att se verket tydligare från besökarens sida. Tack för besöket.
143,taur:1011347723,ready,sv,leonaB3145RX,"Jun 6, 2025",5.0 of 5 bubbles,Har aldrig sett något liknade!! Vi båda blev helt hypnotiserade av dem vackra färgerna och det helt unika konceptet!,"Har aldrig sett något liknade!! Vi båda blev helt hypnotiserade av dem vackra färgerna och det helt unika konceptet!

10/10. En av dem bästa konstutställningar jag har sett❤️",Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
144,taur:1011192701,ready,sv,hoppn,"Jun 5, 2025",5.0 of 5 bubbles,Super häftigt!! Helt annorlunda än vad jag förväntade mig!! Man fick vända blicken innåt sig själv!! Blr upptäckas av fler.,Super häftigt!! Helt annorlunda än vad jag förväntade mig!! Man fick vända blicken innåt sig själv!! Blr upptäckas av fler.,Tack för att du ville skriva om ditt besök. Fint att upplevelsen fick landa hos dig. Tack för att du delade stunden med oss.
145,taur:1010936800,ready,sv,Alexander J,"Jun 3, 2025",5.0 of 5 bubbles,Enastående och fantastiskt!,"Enastående och fantastiskt!

Måste upplevas. Andetag!!

Saknar ord!

Om jag kunde skulle jag vilja ha ett sådant konstverk hemma!

Kommer definitivt tillbaka fler ggr!!",Tack för att du ville skriva om ditt besök. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
146,taur:1010329857,ready,en,A5857YOemmah,"May 30, 2025",5.0 of 5 bubbles,Amazing creation of art and human interaction with their own breath. It’s a combination of traditional techniques and technology. Must be experienced to feel the atmosphere.,Amazing creation of art and human interaction with their own breath. It’s a combination of traditional techniques and technology. Must be experienced to feel the atmosphere.,Thank you for sharing your experience with us. We are glad the experience found its way to you. Thank you for visiting.
147,taur:1010281504,ready,sv,kristinalH360YR,"May 30, 2025",5.0 of 5 bubbles,Underbart! Rekommenderar ett besök ensam eller med en vän som du vill njuta tystnad tillsammans med. Jag blev uppfylld av konceptet och den konstnärliga idén. Nästa gång kommer jag gå dit bara för min egen andning. Som en yogastudio mitt i citypulsen.,Underbart! Rekommenderar ett besök ensam eller med en vän som du vill njuta tystnad tillsammans med. Jag blev uppfylld av konceptet och den konstnärliga idén. Nästa gång kommer jag gå dit bara för min egen andning. Som en yogastudio mitt i citypulsen.,Tack för att du ville skriva om ditt besök. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
148,taur:1010227762,ready,en,rebeckac412,"May 30, 2025",5.0 of 5 bubbles,"It is a beautiful place to just embrace everything. If you really listen and relax and feel the beauty with the art Pieces, the Music and the breathing you can travel to places in mind that makes you feel like home in a way. I was there with a friend one time, but wasn’t really done when we left, so I went back with my dad. This time I had time to take it all in for real. Tears of joy, sadness, laughter and hope came down my cheeks. It made me joyful. Beautiful!!!","It is a beautiful place to just embrace everything. If you really listen and relax and feel the beauty with the art Pieces, the Music and the breathing you can travel to places in mind that makes you feel like home in a way. I was there with a friend one time, but wasn’t really done when we left, so I went back with my dad. This time I had time to take it all in for real. Tears of joy, sadness, laughter and hope came down my cheeks. It made me joyful. Beautiful!!!

/Rebecka

@heartbyrebecka -Artist","Thank you for these generous words. It is lovely to hear that the light, music and rhythm came together for you. Thank you for spending time with us."
149,taur:1009170187,ready,sv,sarabW7025QS,"May 25, 2025",5.0 of 5 bubbles,"En otroligt fin upplevelse av denna oas mitt i Stockholms puls. Här finns plats för reflektion, vila och stora ANDETAG.","En otroligt fin upplevelse av denna oas mitt i Stockholms puls. Här finns plats för reflektion, vila och stora ANDETAG.

Härifrån går man ut igen lite förändrad... Centrerad, förankrad i sig själv. Jag klev ut på Kungsgatan efteråt och kände att stadens stress och tempo i kunde nå mig. Som att jag stod stadig med ett virrvarr runtomkring mig.

Besök Andetag!!",Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du kom.
150,taur:1009001261,ready,en,isak555,"May 24, 2025",5.0 of 5 bubbles,AMAZING experience both beautiful and transcendental. Incredible art and space to be in. Not crowded but curated. Grateful,AMAZING experience both beautiful and transcendental. Incredible art and space to be in. Not crowded but curated. Grateful,Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for visiting.
151,taur:1009001224,ready,en,V7640SIcarolab,"May 24, 2025",5.0 of 5 bubbles,It’s a magical place in Stockholm!! In the rushing of a subway station you can enter this calm and spiritual space. Just come and see it for yourself! ❤️,It’s a magical place in Stockholm!! In the rushing of a subway station you can enter this calm and spiritual space. Just come and see it for yourself! ❤️,Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
152,taur:1008973394,ready,en,V8212KRdanielg,"May 24, 2025",5.0 of 5 bubbles,Really nice! I like the special made fabric together with the high technology illumination and synchronization with sound. It slowed down the day to really take in all the details. Almost like a psychedelic experience.,Really nice! I like the special made fabric together with the high technology illumination and synchronization with sound. It slowed down the day to really take in all the details. Almost like a psychedelic experience.,Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for visiting.
153,taur:1008973272,ready,sv,Meander63979740483,"May 24, 2025",5.0 of 5 bubbles,"Unik upplevelse som tar dig till in i dig själv med hjälp av andetag, konst och ljud.","Unik upplevelse som tar dig till in i dig själv med hjälp av andetag, konst och ljud.

Lämna verkligheten för en stund.

En utställning som blandar textilkonst med ljus och ljud","Tack för att du ville skriva om ditt besök. Fint att de vävda verken, ljuset och musiken fick hänga ihop för dig. Tack för att du kom."
154,taur:1008964532,ready,en,I4022ZFlenaj,"May 24, 2025",5.0 of 5 bubbles,Absolutely amazing experience! I entered a deep state meditation and it was super relaxing. Highly recommend this experience.,Absolutely amazing experience! I entered a deep state meditation and it was super relaxing. Highly recommend this experience.,Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for visiting.
155,taur:1008810566,ready,sv,41anncatrins,"May 23, 2025",5.0 of 5 bubbles,Fantastiskt vacker påminnelse om andetagets betydelse och påverkan och kraft. Otroligt vackert att utställningen är världsomfattande. Fantastiska färger och former.,Fantastiskt vacker påminnelse om andetagets betydelse och påverkan och kraft. Otroligt vackert att utställningen är världsomfattande. Fantastiska färger och former.,Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
156,taur:1008733660,ready,sv,heilyv2022,"May 22, 2025",5.0 of 5 bubbles,Kombination av fantastisk kreativitet och lugn i en och samma upplevelse! Värt att passa på en stund oavsett tid under dagen,Kombination av fantastisk kreativitet och lugn i en och samma upplevelse! Värt att passa på en stund oavsett tid under dagen,Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
157,taur:1008721628,ready,en,jonasj853,"May 22, 2025",5.0 of 5 bubbles,Truly stunning and innovative art that is also has nice meditative effect being with it. Not so often I become amazed by exhibitions but this really does amaze me.,Truly stunning and innovative art that is also has nice meditative effect being with it. Not so often I become amazed by exhibitions but this really does amaze me.,Thank you for sharing your experience with us. We are glad the experience found its way to you. Thank you for being with the work.
158,taur:1008720651,ready,sv,tinamY9597UB,"May 22, 2025",5.0 of 5 bubbles,Wow!!! En magisk upplevelse som lämnar dig grundad och förundrad. Andetag är ett helt unikt museum som inte går att jämföra med något annat ✨,Wow!!! En magisk upplevelse som lämnar dig grundad och förundrad. Andetag är ett helt unikt museum som inte går att jämföra med något annat ✨,Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Varmt tack för besöket.
159,taur:1008679714,ready,sv,Gabrielle L,"May 22, 2025",5.0 of 5 bubbles,"Otroligt vackra och fascinerande konstverk rent visuellt men det magiska med upplevelsen var att lägga sig på golvet och andas intakt till musiken, ljudet av andetaget från Malin och konstverkens rörelse. Kommer mer än gärna tillbaka för att få uppleva detta igen!!!","Otroligt vackra och fascinerande konstverk rent visuellt men det magiska med upplevelsen var att lägga sig på golvet och andas intakt till musiken, ljudet av andetaget från Malin och konstverkens rörelse. Kommer mer än gärna tillbaka för att få uppleva detta igen!!!

Tack för detta magiska besök 🙏",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
160,taur:1008565801,ready,en,emmaj155,"May 21, 2025",5.0 of 5 bubbles,Incredible exhibition. Such a relaxing experience and really fascinating art. Beautiful work! I came back twice and gladly recommend this to all of my friends and family.,Incredible exhibition. Such a relaxing experience and really fascinating art. Beautiful work! I came back twice and gladly recommend this to all of my friends and family.,Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
161,taur:1008544308,ready,sv,linng529,"May 21, 2025",5.0 of 5 bubbles,En häftig upplevelse som delades med en god vän och en liten bebis som var väldigt fascinerad. Tips är att besöka dagtid för chans till att ta del av utställningen i lugn och ro.,En häftig upplevelse som delades med en god vän och en liten bebis som var väldigt fascinerad. Tips är att besöka dagtid för chans till att ta del av utställningen i lugn och ro.,Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
162,taur:1008536604,ready,en,492sunnivag,"May 21, 2025",5.0 of 5 bubbles,"Amazing experience for my body, mind and soul. I came home to my heart, and felt that soft feminine energy go through my body. It was beautiful.","Amazing experience for my body, mind and soul. I came home to my heart, and felt that soft feminine energy go through my body. It was beautiful.",Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
163,taur:1007424147,ready,sv,Sunshine45455890554,"May 13, 2025",5.0 of 5 bubbles,"En helhetsupplevelse för själen och alla sinnen, som att besöka en ny dimension både i verkligheten och i mig själv. Att låta sig omslutas av ljus, mörker och andetagen var en otrolig upplevelse. Missa absolut inte detta.","En helhetsupplevelse för själen och alla sinnen, som att besöka en ny dimension både i verkligheten och i mig själv. Att låta sig omslutas av ljus, mörker och andetagen var en otrolig upplevelse. Missa absolut inte detta.",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
164,taur:1006708212,ready,sv,AnnikaR655,"May 10, 2025",5.0 of 5 bubbles,"Helt magisk utställning. Vilket arbete, både med textilierna och tekniken. Underbar paus i livet mitt i stadens brus. Fantastiskt att få uppleva andetaget i konstform. En känsla som stannar i kroppen länge!","Helt magisk utställning. Vilket arbete, både med textilierna och tekniken. Underbar paus i livet mitt i stadens brus. Fantastiskt att få uppleva andetaget i konstform. En känsla som stannar i kroppen länge!",Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
165,taur:1006635625,ready,en,nortravelvik,"May 10, 2025",5.0 of 5 bubbles,Andetag is the perfect crossover between art and spa. Just what our minds and bodies need in these times! Highly recommended,Andetag is the perfect crossover between art and spa. Just what our minds and bodies need in these times! Highly recommended,Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
166,taur:1006279483,ready,sv,annastinah2016,"May 7, 2025",5.0 of 5 bubbles,"Vill du ha en vilsam timme- besök utställningen andetag, vid Hötorget i Stockholm!","Vill du ha en vilsam timme- besök utställningen andetag, vid Hötorget i Stockholm!

Textil konst och just andetag. Ljusdioder i verken som lyser som andetagen.","Tack för att du tog dig tid att skriva. Fint att de vävda verken, ljuset och musiken fick hänga ihop för dig. Tack för att du kom."
